User_ID,Age,Gender,City_Tier,City_Name,Occupation,Monthly_Income_INR,Rent_Housing_INR,Food_Groceries_INR,Utilities_Bills_INR,Healthcare_INR,Education_Childcare_INR,Entertainment_Dining_INR,Shopping_Lifestyle_INR,Investment_INR,Discretionary_Spending_INR,Essential_Spending_INR,Total_Monthly_Expenses_INR,Monthly_Savings_INR,Savings_Rate_Pct,Discretionary_Ratio_Pct,Financial_Resilience_Score,Emergency_Fund_Months
IN_USR_02281,51,Female,Tier 2,Ahmedabad,Software Engineer,147000,24500,28000,8000,8300,12700,7900,8200,28500,16100,81500,97600,49400,33.6,16.5,64,5.7
IN_USR_02282,26,Male,Tier 2,Coimbatore,Freelancer/Consultant,94000,20500,16200,5000,3100,1300,4100,2900,22000,7000,46100,53100,40900,43.5,13.2,91,11.0
IN_USR_02283,22,Female,Tier 1,Bangalore,Teacher/Professor,76000,26000,14600,4800,3500,1400,6700,3800,9500,10500,50300,60800,15200,20.0,17.3,40,2.4
IN_USR_02284,54,Female,Tier 2,Ahmedabad,Financial Analyst,64500,11000,12600,4700,3600,4000,4900,4600,11000,9500,35900,45400,19100,29.6,20.9,60,5.9
IN_USR_02285,39,Male,Tier 1,Delhi-NCR,Freelancer/Consultant,152000,40000,20600,11200,4200,6400,9100,5100,27000,14200,82400,96600,55400,36.4,14.7,70,6.3
IN_USR_02286,35,Female,Tier 1,Chennai,Data Analyst,61500,18500,9800,3300,2900,6100,5400,3200,6500,8600,40600,49200,12300,20.0,17.5,38,2.1
IN_USR_02287,22,Female,Tier 2,Kochi,Data Analyst,114500,20000,21800,8700,2900,900,7500,7500,29500,15000,54300,69300,45200,39.5,21.6,82,9.7
IN_USR_02288,51,Male,Tier 3,Salem,Small Business Owner,81000,9500,15000,3600,3300,5400,7600,6000,19500,13600,36800,50400,30600,37.8,27.0,74,8.5
IN_USR_02289,58,Male,Tier 1,Delhi-NCR,Small Business Owner,191000,60500,36000,10100,4900,17000,8400,7300,29000,15700,128500,144200,46800,24.5,10.9,55,4.9
IN_USR_02290,49,Male,Tier 2,Ahmedabad,Marketing Manager,54000,8500,9000,4200,1600,5400,5100,4300,9000,9400,28700,38100,15900,29.4,24.7,46,2.6
IN_USR_02291,37,Male,Tier 2,Coimbatore,Civil Engineer,86000,21500,16400,5800,1800,4700,8200,3000,16000,11200,50200,61400,24600,28.6,18.2,48,2.8
IN_USR_02292,48,Female,Tier 2,Kochi,Data Analyst,139000,21500,17200,5900,3600,6200,7700,8000,37000,15700,54400,70100,68900,49.6,22.4,67,5.7
IN_USR_02293,38,Female,Tier 1,Chennai,Teacher/Professor,70000,20000,12000,4600,1900,3100,5200,4100,12500,9300,41600,50900,19100,27.3,18.3,58,5.7
IN_USR_02294,35,Male,Tier 3,Trichy,Marketing Manager,110000,13500,17600,5300,3100,6400,5100,5600,22500,10700,45900,56600,53400,48.5,18.9,63,4.1
IN_USR_02295,23,Female,Tier 2,Jaipur,Data Analyst,51500,11000,6600,2300,1700,500,4400,3000,9500,7400,22100,29500,22000,42.7,25.1,86,10.9
IN_USR_02296,31,Male,Tier 2,Indore,Civil Engineer,62500,14000,12400,3700,2900,4300,5500,2100,10000,7600,37300,44900,17600,28.2,16.9,58,5.4
IN_USR_02297,57,Female,Tier 2,Ahmedabad,Sales Consultant,90500,18000,14000,5000,2000,6300,6100,3100,23000,9200,45300,54500,36000,39.8,16.9,77,7.7
IN_USR_02298,27,Male,Tier 2,Coimbatore,Small Business Owner,92000,14000,14800,4500,2900,300,5100,4300,25500,9400,36500,45900,46100,50.1,20.5,92,16.7
IN_USR_02299,27,Female,Tier 2,Chandigarh,Operations Executive,42500,8500,8200,1800,2500,700,2700,1900,10000,4600,21700,26300,16200,38.1,17.5,62,4.3
IN_USR_02300,28,Female,Tier 3,Trichy,Teacher/Professor,44000,6500,8400,1900,2600,800,2400,2200,8500,4600,20200,24800,19200,43.6,18.5,72,6.6
IN_USR_02301,39,Female,Tier 2,Chandigarh,Freelancer/Consultant,93000,18000,16200,4900,2000,6000,6600,6700,22000,13300,47100,60400,32600,35.1,22.0,50,2.1
IN_USR_02302,25,Female,Tier 3,Mysore,Civil Engineer,40500,5500,7000,1900,1900,400,3300,1900,9500,5200,16700,21900,18600,45.9,23.7,68,6.0
IN_USR_02303,42,Female,Tier 1,Bangalore,Sales Consultant,118000,37000,20600,6900,5700,8300,8400,9300,12500,17700,78500,96200,21800,18.5,18.4,42,3.5
IN_USR_02304,30,Male,Tier 2,Jaipur,Software Engineer,194500,44500,34000,7900,6000,4500,15000,10600,49500,25600,96900,122500,72000,37.0,20.9,83,10.3
IN_USR_02305,33,Female,Tier 1,Chennai,Sales Consultant,95500,29500,15600,3900,5500,4400,8900,7400,14000,16300,58900,75200,20300,21.3,21.7,42,3.1
IN_USR_02306,48,Female,Tier 1,Hyderabad,Operations Executive,61000,14500,9400,4300,2000,5900,4300,4000,9500,8300,36100,44400,16600,27.2,18.7,49,3.5
IN_USR_02307,27,Male,Tier 2,Jaipur,Teacher/Professor,60500,12000,7400,3000,2000,1400,4900,3800,12000,8700,25800,34500,26000,43.0,25.2,88,11.4
IN_USR_02308,51,Male,Tier 1,Hyderabad,Small Business Owner,185000,59500,30600,11900,7300,17300,14100,13100,13000,27200,126600,153800,31200,16.9,17.7,33,1.3
IN_USR_02309,25,Female,Tier 2,Chandigarh,Teacher/Professor,36500,8500,5600,2300,1800,1000,2700,1600,8500,4300,19200,23500,13000,35.6,18.3,56,3.2
IN_USR_02310,51,Male,Tier 1,Pune,Data Analyst,73500,25000,12800,3100,3000,6300,4200,2700,7000,6900,50200,57100,16400,22.3,12.1,42,1.9
IN_USR_02311,44,Female,Tier 2,Jaipur,Teacher/Professor,81500,13000,12800,5200,4600,5600,3400,3600,22500,7000,41200,48200,33300,40.9,14.5,74,6.5
IN_USR_02312,34,Male,Tier 1,Hyderabad,Small Business Owner,199000,51500,39400,14300,10200,11900,12500,9100,33000,21600,127300,148900,50100,25.2,14.5,52,4.1
IN_USR_02313,35,Male,Tier 1,Delhi-NCR,Operations Executive,48500,14500,6200,3600,2700,3800,2000,1500,6000,3500,30800,34300,14200,29.3,10.2,61,5.1
IN_USR_02314,35,Male,Tier 2,Kochi,Financial Analyst,78000,12500,13600,3900,3600,5100,7500,4900,18500,12400,38700,51100,26900,34.5,24.3,70,7.8
IN_USR_02315,45,Male,Tier 2,Coimbatore,Financial Analyst,96500,22000,12600,7100,2300,7800,7700,5900,19000,13600,51800,65400,31100,32.2,20.8,54,3.9
IN_USR_02316,31,Female,Tier 2,Jaipur,Teacher/Professor,48000,11500,7000,2300,2400,4800,2800,3800,7000,6600,28000,34600,13400,27.9,19.1,45,2.1
IN_USR_02317,45,Male,Tier 2,Kochi,Freelancer/Consultant,126500,31000,17000,6000,3500,9300,9600,9000,22500,18600,66800,85400,41100,32.5,21.8,64,6.5
IN_USR_02318,43,Male,Tier 2,Jaipur,Civil Engineer,37000,9000,6000,1500,1500,3000,1700,2400,8000,4100,21000,25100,11900,32.2,16.3,67,6.8
IN_USR_02319,35,Female,Tier 1,Delhi-NCR,Financial Analyst,117000,28500,20600,6900,4600,6500,10100,5100,18000,15200,67100,82300,34700,29.7,18.5,61,6.1
IN_USR_02320,37,Male,Tier 1,Delhi-NCR,Software Engineer,101000,28000,15200,6200,4100,4900,5800,5200,21500,11000,58400,69400,31600,31.3,15.9,62,5.6
IN_USR_02321,45,Female,Tier 2,Ahmedabad,Sales Consultant,65000,15000,12000,4100,3600,6000,5100,3200,9000,8300,40700,49000,16000,24.6,16.9,42,1.8
IN_USR_02322,23,Female,Tier 1,Mumbai,Civil Engineer,59500,19500,8800,2900,2200,200,3900,3500,13000,7400,33600,41000,18500,31.1,18.0,66,6.8
IN_USR_02323,36,Male,Tier 2,Coimbatore,Operations Executive,65500,10000,10800,3700,1700,5200,6100,2300,14000,8400,31400,39800,25700,39.2,21.1,62,4.3
IN_USR_02324,47,Male,Tier 1,Delhi-NCR,Software Engineer,156000,49500,31000,11100,5000,12500,11800,12000,11000,23800,109100,132900,23100,14.8,17.9,31,1.3
IN_USR_02325,31,Female,Tier 2,Kochi,Financial Analyst,145000,35000,22400,10400,5800,13700,10800,9600,18500,20400,87300,107700,37300,25.7,18.9,54,5.0
IN_USR_02326,44,Female,Tier 2,Coimbatore,Teacher/Professor,37500,6500,6600,2600,1500,3500,3000,2700,7000,5700,20700,26400,11100,29.6,21.6,53,4.2
IN_USR_02327,28,Male,Tier 1,Mumbai,Small Business Owner,142000,48000,18800,9100,4000,3700,13500,7600,16000,21100,83600,104700,37300,26.3,20.2,47,3.3
IN_USR_02328,39,Male,Tier 2,Kochi,Software Engineer,148000,33000,22400,9800,3500,7400,9300,8200,37500,17500,76100,93600,54400,36.8,18.7,81,9.7
IN_USR_02329,44,Male,Tier 3,Nagpur,Financial Analyst,106000,16500,14000,6300,4900,8600,6400,5100,28000,11500,50300,61800,44200,41.7,18.6,91,11.6
IN_USR_02330,30,Female,Tier 2,Ahmedabad,Sales Consultant,98000,22500,13200,6400,3200,800,9300,4100,23000,13400,46100,59500,38500,39.3,22.5,85,10.6
IN_USR_02331,34,Male,Tier 2,Indore,Marketing Manager,124500,24000,22400,5900,6600,7600,5300,4600,19500,9900,66500,76400,48100,38.6,13.0,70,5.7
IN_USR_02332,32,Male,Tier 1,Chennai,Small Business Owner,133500,46000,23400,7400,7400,10700,8400,9300,13500,17700,94900,112600,20900,15.7,15.7,32,1.2
IN_USR_02333,53,Male,Tier 1,Delhi-NCR,Sales Consultant,77500,18000,9400,3700,3300,5700,3400,4100,12000,7500,40100,47600,29900,38.6,15.8,81,8.9
IN_USR_02334,45,Male,Tier 1,Mumbai,Marketing Manager,122000,34000,22800,6000,7200,9400,12100,9100,10500,21200,79400,100600,21400,17.5,21.1,31,1.1
IN_USR_02335,41,Female,Tier 1,Mumbai,Small Business Owner,265500,74000,51200,14600,12100,24900,11000,9900,38000,20900,176800,197700,67800,25.5,10.6,43,1.2
IN_USR_02336,25,Female,Tier 1,Bangalore,Teacher/Professor,84000,25500,10600,3900,4200,1300,7600,6600,12500,14200,45500,59700,24300,28.9,23.8,47,3.0
IN_USR_02337,42,Female,Tier 2,Chandigarh,Marketing Manager,72500,11500,10600,4700,3700,5600,6000,5600,11000,11600,36100,47700,24800,34.2,24.3,58,4.8
IN_USR_02338,23,Male,Tier 1,Bangalore,Teacher/Professor,74000,21500,13600,5500,4100,600,3300,3500,10000,6800,45300,52100,21900,29.6,13.1,62,5.7
IN_USR_02339,39,Male,Tier 3,Mysore,Software Engineer,162500,23000,26600,9700,5500,13300,11200,7600,37000,18800,78100,96900,65600,40.4,19.4,90,11.3
IN_USR_02340,22,Female,Tier 2,Jaipur,Operations Executive,57000,9000,9600,4400,1500,400,3700,2500,13500,6200,24900,31100,25900,45.4,19.9,78,8.2
IN_USR_02341,54,Female,Tier 3,Mysore,Teacher/Professor,32500,4000,5600,1400,1700,3100,2600,1400,7500,4000,15800,19800,12700,39.1,20.2,86,10.5
IN_USR_02342,38,Female,Tier 1,Hyderabad,Healthcare Worker,85500,26000,16600,5500,2400,6400,4900,4400,13000,9300,56900,66200,19300,22.6,14.0,51,4.6
IN_USR_02343,46,Female,Tier 1,Bangalore,Sales Consultant,103500,30500,18600,7700,5000,9300,6400,4700,10000,11100,71100,82200,21300,20.6,13.5,37,1.1
IN_USR_02344,27,Male,Tier 1,Hyderabad,Sales Consultant,63000,22000,9000,2800,2400,400,4700,3600,12000,8300,36600,44900,18100,28.7,18.5,48,2.7
IN_USR_02345,52,Male,Tier 1,Mumbai,Operations Executive,83500,20500,15600,4800,2600,6700,6300,6700,14000,13000,50200,63200,20300,24.3,20.6,42,2.4
IN_USR_02346,37,Female,Tier 2,Kochi,Sales Consultant,35500,6500,5600,2300,1300,1600,2500,1900,7000,4400,17300,21700,13800,38.9,20.3,74,7.5
IN_USR_02347,49,Male,Tier 2,Chandigarh,Small Business Owner,240000,40000,47000,18900,12300,11300,14800,17900,54000,32700,129500,162200,77800,32.4,20.2,71,8.3
IN_USR_02348,31,Male,Tier 1,Pune,Civil Engineer,75000,23000,14200,4000,3300,4700,3600,3400,9500,7000,49200,56200,18800,25.1,12.5,47,2.8
IN_USR_02349,23,Male,Tier 2,Coimbatore,Software Engineer,162500,39500,30000,7900,7500,200,15800,5100,38000,20900,85100,106000,56500,34.8,19.7,58,4.0
IN_USR_02350,37,Female,Tier 1,Mumbai,Financial Analyst,152000,43500,23600,11800,4700,14200,11600,11100,21000,22700,97800,120500,31500,20.7,18.8,45,3.8
IN_USR_02351,23,Female,Tier 2,Ahmedabad,Software Engineer,81500,16500,15800,3600,2500,600,7500,2600,13500,10100,39000,49100,32400,39.8,20.6,65,5.0
IN_USR_02352,27,Female,Tier 3,Trichy,Marketing Manager,81500,12000,10400,5600,4300,2200,4400,6200,19500,10600,34500,45100,36400,44.7,23.5,65,5.3
IN_USR_02353,27,Female,Tier 3,Nagpur,Sales Consultant,63500,10500,11400,3200,2200,1000,4200,3600,13500,7800,28300,36100,27400,43.1,21.6,79,8.6
IN_USR_02354,53,Female,Tier 1,Mumbai,Sales Consultant,116500,31000,16200,5000,2800,9800,8200,6200,19500,14400,64800,79200,37300,32.0,18.2,64,6.2
IN_USR_02355,58,Male,Tier 1,Mumbai,Financial Analyst,94000,29500,15600,6000,4900,8800,8400,3600,8500,12000,64800,76800,17200,18.3,15.6,41,3.1
IN_USR_02356,22,Female,Tier 2,Jaipur,Marketing Manager,63000,13500,7600,4300,3600,500,5500,3200,17000,8700,29500,38200,24800,39.4,22.8,72,7.0
IN_USR_02357,45,Female,Tier 1,Hyderabad,Small Business Owner,267000,72000,32200,14100,11200,24100,19900,19900,38500,39800,153600,193400,73600,27.6,20.6,58,5.8
IN_USR_02358,41,Female,Tier 1,Hyderabad,Sales Consultant,108000,34500,16400,5900,4200,7100,6900,4600,19500,11500,68100,79600,28400,26.3,14.4,43,1.5
IN_USR_02359,44,Male,Tier 1,Chennai,Civil Engineer,104500,31500,17400,5500,5800,10000,4600,5000,12000,9600,70200,79800,24700,23.6,12.0,49,3.5
IN_USR_02360,55,Female,Tier 2,Indore,Teacher/Professor,63000,12500,8200,3400,3100,3100,2500,2100,17000,4600,30300,34900,28100,44.6,13.2,74,6.5
IN_USR_02361,24,Female,Tier 3,Salem,Freelancer/Consultant,142500,23000,19800,8700,7300,1200,6200,10000,29500,16200,60000,76200,66300,46.5,21.3,78,8.4
IN_USR_02362,49,Male,Tier 2,Chandigarh,Financial Analyst,66500,11500,8200,2900,3200,6600,5900,2800,16500,8700,32400,41100,25400,38.2,21.2,83,10.1
IN_USR_02363,28,Male,Tier 2,Indore,Operations Executive,79000,12000,11800,4700,2600,1200,4700,2900,19000,7600,32300,39900,39100,49.5,19.0,69,5.7
IN_USR_02364,47,Male,Tier 1,Delhi-NCR,Marketing Manager,114000,34000,22200,6100,5500,8100,6700,8800,15500,15500,75900,91400,22600,19.8,17.0,45,3.8
IN_USR_02365,34,Female,Tier 2,Jaipur,Small Business Owner,113500,20500,22400,8900,6400,7500,10500,7100,14000,17600,65700,83300,30200,26.6,21.1,56,5.6
IN_USR_02366,58,Female,Tier 2,Coimbatore,Teacher/Professor,58500,12500,7400,3900,3300,3500,4700,4400,11500,9100,30600,39700,18800,32.1,22.9,61,5.9
IN_USR_02367,29,Female,Tier 1,Hyderabad,Freelancer/Consultant,144000,43500,22200,11200,6300,1700,13400,11100,17000,24500,84900,109400,34600,24.0,22.4,44,3.2
IN_USR_02368,45,Male,Tier 1,Pune,Sales Consultant,69000,19000,11400,5100,3800,3000,6100,2100,11000,8200,42300,50500,18500,26.8,16.2,59,5.8
IN_USR_02369,53,Male,Tier 2,Jaipur,Small Business Owner,212500,38500,37800,14200,5300,8600,15400,13400,35500,28800,104400,133200,79300,37.3,21.6,81,9.9
IN_USR_02370,29,Female,Tier 2,Indore,Software Engineer,147000,35500,26200,8100,7800,3600,12300,7500,21000,19800,81200,101000,46000,31.3,19.6,47,1.9
IN_USR_02371,47,Female,Tier 1,Mumbai,Small Business Owner,128500,38500,25600,7000,5300,7400,10800,6300,13500,17100,83800,100900,27600,21.5,16.9,45,3.4
IN_USR_02372,27,Female,Tier 1,Bangalore,Small Business Owner,206500,54000,40400,13200,8500,1800,16600,15400,23500,32000,117900,149900,56600,27.4,21.3,58,6.1
IN_USR_02373,55,Female,Tier 1,Delhi-NCR,Software Engineer,233500,60000,28200,18300,10300,19700,12800,9200,31000,22000,136500,158500,75000,32.1,13.9,62,5.2
IN_USR_02374,58,Female,Tier 1,Delhi-NCR,Operations Executive,40500,10500,7400,1800,2300,1600,2800,2600,5000,5400,23600,29000,11500,28.4,18.6,57,5.1
IN_USR_02375,37,Male,Tier 2,Ahmedabad,Sales Consultant,64000,12500,9400,3200,2300,4200,4300,3400,11500,7700,31600,39300,24700,38.6,19.6,65,5.1
IN_USR_02376,57,Male,Tier 1,Bangalore,Financial Analyst,122000,33500,15600,9200,3600,6500,10500,8200,15500,18700,68400,87100,34900,28.6,21.5,48,3.0
IN_USR_02377,51,Male,Tier 2,Jaipur,Civil Engineer,39000,9500,5000,2900,2100,2100,2100,1300,6500,3400,21600,25000,14000,35.9,13.6,70,6.4
IN_USR_02378,56,Female,Tier 2,Kochi,Sales Consultant,97000,16500,17200,7100,2200,4600,8900,7100,15500,16000,47600,63600,33400,34.4,25.2,75,9.2
IN_USR_02379,29,Male,Tier 3,Trichy,Freelancer/Consultant,92500,13500,17000,4900,4300,200,5300,3600,28000,8900,39900,48800,43700,47.2,18.2,64,4.4
IN_USR_02380,33,Male,Tier 1,Chennai,Healthcare Worker,95000,28500,11800,6500,5100,4900,5200,3900,14000,9100,56800,65900,29100,30.6,13.8,53,3.0
IN_USR_02381,32,Female,Tier 2,Kochi,Financial Analyst,75500,16500,15000,5200,3400,5100,3700,5700,14500,9400,45200,54600,20900,27.7,17.2,50,3.4
IN_USR_02382,54,Male,Tier 1,Hyderabad,Teacher/Professor,38000,12500,6200,2900,1400,2800,3000,1300,4500,4300,25800,30100,7900,20.8,14.3,39,1.7
IN_USR_02383,56,Female,Tier 1,Bangalore,Software Engineer,99500,33500,17200,4800,5900,6000,8300,5100,13000,13400,67400,80800,18700,18.8,16.6,44,3.7
IN_USR_02384,43,Female,Tier 1,Pune,Healthcare Worker,64000,18000,10600,3400,2500,2700,3700,4500,11000,8200,37200,45400,18600,29.1,18.1,48,2.7
IN_USR_02385,40,Female,Tier 1,Chennai,Healthcare Worker,125500,32500,23400,5300,4000,8100,6500,4500,20500,11000,73300,84300,41200,32.8,13.0,54,2.9
IN_USR_02386,26,Female,Tier 1,Chennai,Sales Consultant,100000,29500,15000,6800,4300,2700,6500,6900,11500,13400,58300,71700,28300,28.3,18.7,59,5.7
IN_USR_02387,36,Male,Tier 1,Delhi-NCR,Financial Analyst,90500,26500,13800,4600,2700,4400,3700,3400,21500,7100,52000,59100,31400,34.7,12.0,56,2.7
IN_USR_02388,27,Female,Tier 1,Hyderabad,Freelancer/Consultant,163000,53500,22200,10700,4800,1900,7000,5500,25500,12500,93100,105600,57400,35.2,11.8,64,4.8
IN_USR_02389,35,Male,Tier 1,Hyderabad,Software Engineer,250500,57500,45800,11600,10900,12200,10300,17300,43000,27600,138000,165600,84900,33.9,16.7,69,7.0
IN_USR_02390,41,Male,Tier 2,Chandigarh,Freelancer/Consultant,142000,22000,25200,9500,8200,8300,9000,5200,26000,14200,73200,87400,54600,38.5,16.2,70,6.0
IN_USR_02391,49,Female,Tier 1,Bangalore,Teacher/Professor,70000,20500,9600,5600,2200,4900,4700,4300,7500,9000,42800,51800,18200,26.0,17.4,58,5.8
IN_USR_02392,54,Male,Tier 1,Hyderabad,Healthcare Worker,105000,28000,15200,6600,3900,8500,4200,8200,18000,12400,62200,74600,30400,29.0,16.6,48,2.6
IN_USR_02393,48,Male,Tier 3,Nagpur,Civil Engineer,80000,12500,13000,4300,2200,7000,5300,4700,20000,10000,39000,49000,31000,38.8,20.4,67,5.7
IN_USR_02394,58,Male,Tier 1,Mumbai,Civil Engineer,74000,23500,9800,3700,4300,6100,6900,5600,9000,12500,47400,59900,14100,19.1,20.9,39,2.9
IN_USR_02395,32,Female,Tier 3,Nagpur,Small Business Owner,103000,14000,14000,6900,3100,8100,9500,8100,20500,17600,46100,63700,39300,38.2,27.6,56,3.5
IN_USR_02396,44,Male,Tier 3,Trichy,Freelancer/Consultant,124500,13500,15400,6900,5000,6200,11100,6100,37500,17200,47000,64200,60300,48.4,26.8,86,11.2
IN_USR_02397,55,Female,Tier 3,Dehradun,Financial Analyst,77000,13500,13000,6100,4300,6600,6200,5400,13000,11600,43500,55100,21900,28.4,21.1,61,6.5
IN_USR_02398,45,Male,Tier 2,Ahmedabad,Freelancer/Consultant,130000,25000,16600,8700,4000,11800,12800,5400,27500,18200,66100,84300,45700,35.2,21.6,75,8.7
IN_USR_02399,56,Male,Tier 2,Jaipur,Healthcare Worker,65000,11500,10000,2800,1700,5800,6200,3600,13000,9800,31800,41600,23400,36.0,23.6,80,10.1
IN_USR_02400,37,Male,Tier 1,Chennai,Financial Analyst,87500,30000,10600,4800,2100,7500,4400,2700,11500,7100,55000,62100,25400,29.0,11.4,57,4.3
IN_USR_02401,45,Male,Tier 1,Mumbai,Marketing Manager,111500,34000,19400,7500,3500,4500,8200,3800,16500,12000,68900,80900,30600,27.4,14.8,46,2.2
IN_USR_02402,29,Female,Tier 1,Bangalore,Data Analyst,85000,25500,14400,6500,4900,200,7300,4600,10500,11900,51500,63400,21600,25.4,18.8,55,5.4
IN_USR_02403,22,Male,Tier 2,Coimbatore,Data Analyst,136000,28500,27200,9500,7900,1500,8200,10600,20000,18800,74600,93400,42600,31.3,20.1,64,6.5
IN_USR_02404,40,Female,Tier 2,Kochi,Marketing Manager,112000,27000,17800,6100,2600,6400,7800,5800,16500,13600,59900,73500,38500,34.4,18.5,62,5.2
IN_USR_02405,25,Female,Tier 1,Hyderabad,Financial Analyst,143500,49500,27600,10600,3200,2700,11400,9600,16000,21000,93600,114600,28900,20.1,18.3,45,3.9
IN_USR_02406,56,Male,Tier 1,Chennai,Freelancer/Consultant,86000,21000,11800,3800,4000,3500,5400,5200,19000,10600,44100,54700,31300,36.4,19.4,57,3.5
IN_USR_02407,26,Male,Tier 1,Chennai,Civil Engineer,54500,17000,8200,3000,2500,100,2700,2200,8000,4900,30800,35700,18800,34.5,13.7,63,5.0
IN_USR_02408,44,Female,Tier 1,Chennai,Marketing Manager,77000,26000,12200,3200,3800,3500,5100,2700,13000,7800,48700,56500,20500,26.6,13.8,60,5.8
IN_USR_02409,51,Female,Tier 2,Indore,Software Engineer,122000,22000,17800,7400,6700,10400,8000,5100,18000,13100,64300,77400,44600,36.6,16.9,58,3.4
IN_USR_02410,58,Female,Tier 1,Chennai,Civil Engineer,56000,17000,6800,4400,1100,4900,2500,3100,10500,5600,34200,39800,16200,28.9,14.1,46,1.7
IN_USR_02411,43,Male,Tier 1,Delhi-NCR,Software Engineer,245500,62500,35800,15200,9000,17000,10700,17000,43000,27700,139500,167200,78300,31.9,16.6,58,4.4
IN_USR_02412,53,Male,Tier 2,Indore,Small Business Owner,240500,41500,29400,13900,7400,13900,10200,18400,49500,28600,106100,134700,105800,44.0,21.2,71,6.6
IN_USR_02413,22,Male,Tier 1,Mumbai,Sales Consultant,65500,18500,11000,3800,3700,300,3400,2000,15000,5400,37300,42700,22800,34.8,12.6,66,5.5
IN_USR_02414,37,Male,Tier 1,Bangalore,Data Analyst,81500,18500,11000,3400,4500,7400,5900,2700,16500,8600,44800,53400,28100,34.5,16.1,52,2.2
IN_USR_02415,23,Male,Tier 1,Hyderabad,Civil Engineer,45000,10500,7000,3100,1400,1300,4000,3000,8000,7000,23300,30300,14700,32.7,23.1,64,6.5
IN_USR_02416,39,Female,Tier 3,Warangal,Freelancer/Consultant,135500,23500,22200,10600,6100,6100,12700,9400,21500,22100,68500,90600,44900,33.1,24.4,48,2.4
IN_USR_02417,23,Female,Tier 2,Indore,Small Business Owner,71000,17500,11600,4700,1800,100,3400,5700,18000,9100,35700,44800,26200,36.9,20.3,61,4.4
IN_USR_02418,43,Female,Tier 1,Chennai,Healthcare Worker,116000,32000,22200,7400,3900,6500,7400,3600,18000,11000,72000,83000,33000,28.4,13.3,55,4.2
IN_USR_02419,28,Female,Tier 1,Delhi-NCR,Data Analyst,130500,43500,20600,9400,3300,600,6800,3900,26000,10700,77400,88100,42400,32.5,12.1,58,3.8
IN_USR_02420,36,Female,Tier 1,Mumbai,Sales Consultant,109500,33500,16000,5200,2800,8400,6700,6500,18500,13200,65900,79100,30400,27.8,16.7,53,4.1
IN_USR_02421,55,Female,Tier 2,Kochi,Teacher/Professor,62500,10500,9800,2900,2800,6100,3300,4100,14000,7400,32100,39500,23000,36.8,18.7,79,9.2
IN_USR_02422,23,Male,Tier 2,Kochi,Software Engineer,138500,28500,21000,7900,6700,3300,8100,6800,31500,14900,67400,82300,56200,40.6,18.1,66,4.9
IN_USR_02423,51,Male,Tier 2,Chandigarh,Civil Engineer,82500,18500,15200,4400,4000,6300,6000,4800,14000,10800,48400,59200,23300,28.2,18.2,51,3.6
IN_USR_02424,31,Female,Tier 1,Mumbai,Marketing Manager,98500,33000,19200,6400,2200,4600,6400,4200,14500,10600,65400,76000,22500,22.8,13.9,40,1.5
IN_USR_02425,30,Male,Tier 1,Chennai,Marketing Manager,90500,30500,18000,4300,5000,600,4600,6600,12000,11200,58400,69600,20900,23.1,16.1,41,1.8
IN_USR_02426,35,Male,Tier 1,Bangalore,Operations Executive,61000,15500,9000,4200,3000,5700,5900,2500,10000,8400,37400,45800,15200,24.9,18.3,55,5.4
IN_USR_02427,27,Male,Tier 1,Delhi-NCR,Operations Executive,83500,21000,16600,4500,3800,400,7400,5100,14000,12500,46300,58800,24700,29.6,21.3,50,3.4
IN_USR_02428,41,Female,Tier 1,Bangalore,Civil Engineer,46000,11000,6000,3600,1700,3900,3600,1800,7000,5400,26200,31600,14400,31.3,17.1,56,4.0
IN_USR_02429,33,Female,Tier 1,Hyderabad,Marketing Manager,100500,25000,19400,6500,5600,6300,7900,7100,11500,15000,62800,77800,22700,22.6,19.3,49,4.5
IN_USR_02430,25,Female,Tier 1,Bangalore,Operations Executive,68000,23500,11800,4900,2000,600,6300,2600,10000,8900,42800,51700,16300,24.0,17.2,42,2.1
IN_USR_02431,43,Female,Tier 2,Indore,Financial Analyst,89000,16000,12000,3800,4400,4100,4900,7000,24500,11900,40300,52200,36800,41.3,22.8,65,5.1
IN_USR_02432,52,Female,Tier 3,Trichy,Marketing Manager,43500,8000,7400,3300,2000,1800,2800,2900,8000,5700,22500,28200,15300,35.2,20.2,71,7.5
IN_USR_02433,46,Female,Tier 1,Hyderabad,Operations Executive,86000,20000,16000,6200,4500,6100,6000,6700,12000,12700,52800,65500,20500,23.8,19.4,44,2.8
IN_USR_02434,22,Female,Tier 1,Delhi-NCR,Sales Consultant,53000,14000,6400,2300,1400,0,4400,2100,12000,6500,24100,30600,22400,42.3,21.2,57,2.8
IN_USR_02435,38,Male,Tier 1,Hyderabad,Financial Analyst,147500,50500,25000,8400,8800,13500,14400,9100,7500,23500,106200,129700,17800,12.1,18.1,26,0.8
IN_USR_02436,57,Female,Tier 3,Trichy,Freelancer/Consultant,104000,11500,12800,6100,3700,6500,7900,6400,34000,14300,40600,54900,49100,47.2,26.0,83,10.3
IN_USR_02437,38,Male,Tier 1,Bangalore,Small Business Owner,78000,20000,11000,4000,2400,3200,5300,5600,12000,10900,40600,51500,26500,34.0,21.2,68,7.0
